# conversion-table.tsv - LaTeX <-> Unicode conversion table for org.jabref.latexconv
#
# Generated by tools/GenerateTable.java. Do not edit by hand; re-run the generator instead.
#
# Columns (tab-separated): category<TAB>unicode<TAB>latex<TAB>flags
#   category: one of letters, diacritics, superscripts, subscripts, greek, symbols, styles
#   unicode:  literal character(s); combining marks/whitespace/non-printables are escaped as
#             ~U+XXXX (may be mixed with literal characters in the same value)
#   latex:    full LaTeX replacement text verbatim (e.g. \alpha, \", \textsuperscript{t},
#             \mathbb{A}, \frac{1}{2}); for `combining` rows this is the bare accent command
#   flags:    comma-separated subset of decode-only, encode-only, alt, combining, math, script
#             the FIRST row (file order) for a given unicode value that lacks both alt and
#             decode-only is THE encode-preferred row for that value; there is at most one
#             such row per distinct unicode value
#
# Rows are sorted by category (alphabetically), then by the unicode value's first codepoint,
# then by latex text, then by flags - deterministic and reproducible across runs.
#
# Derived from, in order of encode priority (Biber wins ties, then tomtung, then JabRef):
#
#  - Biber, lib/Biber/LaTeX/recode_data.xml, submodule tools/upstream/biber pinned at commit
#    74252e608e5f8115375c532eb25416430a9f52eb (tag area v0.4-4166-g74252e60).
#    License: Artistic License 2.0. https://github.com/plk/biber
#  - latex2unicode (tomtung), src/main/scala/.../helper/{Unary,Escape,Binary,UnaryWithOption,
#    Style}.scala, submodule tools/upstream/latex2unicode pinned at commit
#    1c8b7c4af7c0f2aee3937c5c24305fd01063bc1b (tag v0.3.2).
#    License: Apache License 2.0. https://github.com/tomtung/latex2unicode
#  - JabRef HTMLUnicodeConversionMaps, tools/source-data/HTMLUnicodeConversionMaps.java, a
#    snapshot from https://github.com/JabRef/jabref @ b0d3eb4f8e248750ac35fb369666d329dfc1d9d2.
#    License: MIT. Parts of that table derive from ISO 8879 entity definitions.
#
# See tools/CONFLICTS.md for every merge conflict and skipped/non-representable entry.
letters	ɽ	\textrtailr	
letters	ɾ	\textfishhookr	
letters	ɿ	\textlhti	
letters	ʀ	\textscr	
letters	ʁ	\textinvscr	
letters	ʂ	\textrtails	
letters	ʃ	\textesh	
letters	ʄ	\texthtbardotlessj	
letters	ʅ	\textraisevibyi	
letters	ʆ	\textctesh	
letters	ʇ	\textturnt	
letters	ʈ	\textrtailt	alt
letters	ʈ	\texttretroflexhook	
letters	ʉ	\textbaru	
letters	ʋ	\textscriptv	alt
letters	ʋ	\textvhook	
letters	ʌ	\textturnv	
letters	ʍ	\textturnw	
letters	ʎ	\textturny	
letters	ʏ	\textscy	
letters	ʐ	\textrtailz	
letters	ʑ	\textctz	
letters	ʒ	\textezh	alt
letters	ʒ	\textyogh	
letters	ʓ	\textctyogh	
letters	ʔ	\textglotstop	
letters	ʕ	\textrevglotstop	
letters	ʖ	\textinvglotstop	
letters	ʗ	\textstretchc	
letters	ʘ	\textbullseye	
letters	ʙ	\textscb	
letters	ʚ	\textcloseepsilon	
letters	ʛ	\texthtscg	
letters	ʜ	\textsch	
letters	ʝ	\textctj	
letters	ʞ	\textturnk	
letters	ʟ	\textscl	
letters	ʠ	\texthtq	
letters	ʡ	\textbarglotstop	
letters	ʢ	\textbarrevglotstop	
letters	ʣ	\textdzlig	
letters	ʤ	\textdyoghlig	
letters	ʥ	\textdctzlig	
letters	ʦ	\texttslig	
letters	ʧ	\texttesh	
letters	ʧ	\textteshlig	alt
letters	ʨ	\texttctclig	
letters	ʾ	\hamza	
letters	ʿ	\ain	alt
letters	ʿ	\ayn	
letters	ˈ	\textprimstress	
letters	ː	\textlengthmark	
letters	γ	\textgamma	
letters	ι	\textiota	
letters	υ	\textupsilon	
letters	ḥ	\d{h}	
letters	ṃ	\d{m}	
letters	ṇ	\d{n}	
letters	ṛ	\d{r}	
letters	ṭ	\d{t}	
styles	ƒ	\textit{f}	math,alt
styles	ℂ	$\mathbb{C}$	math,alt
styles	ℂ	\mathbb{C}	math
styles	ℋ	$\mathcal{H}$	math
styles	ℌ	$\mathbb{H}$	math,alt
styles	ℌ	\mathfrak{H}	math
styles	ℍ	\mathbb{H}	math
styles	ℎ	\mathit{h}	math
styles	ℑ	\mathfrak{I}	math
styles	ℒ	$\mathcal{L}$	math
styles	ℕ	$\mathbb{N}$	math,alt
styles	ℕ	\mathbb{N}	math
styles	ℙ	\mathbb{P}	math
styles	ℚ	$\mathbb{Q}$	math,alt
styles	ℚ	\mathbb{Q}	math
styles	ℜ	\mathfrak{R}	math
styles	ℝ	$\mathbb{R}$	math,alt
styles	ℝ	\mathbb{R}	math
styles	ℤ	\mathbb{Z}	math
styles	ℨ	\mathfrak{Z}	math
styles	ℭ	\mathfrak{C}	math
styles	ℰ	$\mathcal{E}$	math
styles	𝐀	\mathbf{A}	math
styles	𝐁	\mathbf{B}	math
styles	𝐂	\mathbf{C}	math
styles	𝐃	\mathbf{D}	math
styles	𝐄	\mathbf{E}	math
styles	𝐅	\mathbf{F}	math
styles	𝐆	\mathbf{G}	math
styles	𝐇	\mathbf{H}	math
styles	𝐈	\mathbf{I}	math
styles	𝐉	\mathbf{J}	math
styles	𝐊	\mathbf{K}	math
styles	𝐋	\mathbf{L}	math
styles	𝐌	\mathbf{M}	math
styles	𝐍	\mathbf{N}	math
styles	𝐎	\mathbf{O}	math
styles	𝐏	\mathbf{P}	math
styles	𝐐	\mathbf{Q}	math
styles	𝐑	\mathbf{R}	math
styles	𝐒	\mathbf{S}	math
styles	𝐓	\mathbf{T}	math
styles	𝐔	\mathbf{U}	math
styles	𝐕	\mathbf{V}	math
styles	𝐖	\mathbf{W}	math
styles	𝐗	\mathbf{X}	math
styles	𝐘	\mathbf{Y}	math
styles	𝐙	\mathbf{Z}	math
styles	𝐚	\mathbf{a}	math
styles	𝐛	\mathbf{b}	math
styles	𝐜	\mathbf{c}	math
styles	𝐝	\mathbf{d}	math
styles	𝐞	\mathbf{e}	math
styles	𝐟	\mathbf{f}	math
styles	𝐠	\mathbf{g}	math
styles	𝐡	\mathbf{h}	math
styles	𝐢	\mathbf{i}	math
styles	𝐣	\mathbf{j}	math
styles	𝐤	\mathbf{k}	math
styles	𝐥	\mathbf{l}	math
styles	𝐦	\mathbf{m}	math
styles	𝐧	\mathbf{n}	math
styles	𝐨	\mathbf{o}	math
styles	𝐩	\mathbf{p}	math
styles	𝐪	\mathbf{q}	math
styles	𝐫	\mathbf{r}	math
styles	𝐬	\mathbf{s}	math
styles	𝐭	\mathbf{t}	math
styles	𝐮	\mathbf{u}	math
styles	𝐯	\mathbf{v}	math
styles	𝐰	\mathbf{w}	math
styles	𝐱	\mathbf{x}	math
styles	𝐲	\mathbf{y}	math
styles	𝐳	\mathbf{z}	math
styles	𝐴	\mathit{A}	math
styles	𝐵	\mathit{B}	math
styles	𝐶	\mathit{C}	math
styles	𝐷	\mathit{D}	math
styles	𝐸	\mathit{E}	math
styles	𝐹	\mathit{F}	math
styles	𝐺	\mathit{G}	math
styles	𝐻	\mathit{H}	math
styles	𝐼	\mathit{I}	math
styles	𝐽	\mathit{J}	math
styles	𝐾	\mathit{K}	math
styles	𝐿	\mathit{L}	math
styles	𝑀	\mathit{M}	math
styles	𝑁	\mathit{N}	math
styles	𝑂	\mathit{O}	math
styles	𝑃	\mathit{P}	math
styles	𝑄	\mathit{Q}	math
styles	𝑅	\mathit{R}	math
styles	𝑆	\mathit{S}	math
styles	𝑇	\mathit{T}	math
styles	𝑈	\mathit{U}	math
styles	𝑉	\mathit{V}	math
styles	𝑊	\mathit{W}	math
styles	𝑋	\mathit{X}	math
styles	𝑌	\mathit{Y}	math
styles	𝑍	\mathit{Z}	math
styles	𝑎	\mathit{a}	math
styles	𝑏	\mathit{b}	math
styles	𝑐	\mathit{c}	math
styles	𝑑	\mathit{d}	math
styles	𝑒	\mathit{e}	math
styles	𝑓	\mathit{f}	math
styles	𝑔	\mathit{g}	math
styles	𝑖	\mathit{i}	math
styles	𝑗	\mathit{j}	math
styles	𝑘	\mathit{k}	math
styles	𝑙	\mathit{l}	math
styles	𝑚	\mathit{m}	math
styles	𝑛	\mathit{n}	math
styles	𝑜	\mathit{o}	math
styles	𝑝	\mathit{p}	math
styles	𝑞	\mathit{q}	math
